Word,Ham Count,Spam Count,Total Count,Spam Ratio
tahlequah,1,0,1,0.0
stepway,1,0,1,0.0
sopastam,0,1,1,1.0
qureaish,0,1,1,1.0
pufdykq,0,1,1,1.0
easington,1,0,1,0.0
ckyfjeqtjkimcydu,0,1,1,1.0
howsoeverastor,0,1,1,1.0
bskprwzl,0,1,1,1.0
krijgen,0,1,1,1.0
ltamrp,0,1,1,1.0
kuykendahl,1,0,1,0.0
proefit,0,1,1,1.0
froom,1,0,1,0.0
stoneharlencon,0,1,1,1.0
dimur,0,1,1,1.0
mybrz,0,1,1,1.0
suuuuupermaaaaaaan,0,1,1,1.0
eitvv,0,1,1,1.0
exwqzhoif,0,1,1,1.0
seqeiy,0,1,1,1.0
pkmdk,0,1,1,1.0
nsbunreay,0,1,1,1.0
aeroturf,0,1,1,1.0
siqueiro,1,0,1,0.0
loabsn,0,1,1,1.0
rajqmlgf,0,1,1,1.0
ipz,0,1,1,1.0
tcwoolley,1,0,1,0.0
fxnhnqmcpkmnkllautumn,0,1,1,1.0
impmori,0,1,1,1.0
ozzxci,0,1,1,1.0
rigoberto,0,1,1,1.0
naravexand,0,1,1,1.0
orkun,0,1,1,1.0
nside,0,1,1,1.0
phantomemail,0,1,1,1.0
singapur,0,1,1,1.0
xmizw,0,1,1,1.0
leftish,1,0,1,0.0
lpp,0,1,1,1.0
oppotun,0,1,1,1.0
formupd,0,1,1,1.0
kuseoul,0,1,1,1.0
necessária,0,1,1,1.0
uthexesx,0,1,1,1.0
wvvzd,0,1,1,1.0
eara,0,1,1,1.0
monvalerieey,0,1,1,1.0
revisori,0,1,1,1.0
eghenstraat,0,1,1,1.0
cheldman,1,0,1,0.0
sysco,0,1,1,1.0
aggarw,0,1,1,1.0
niflhel,0,1,1,1.0
lagosfrom,0,1,1,1.0
boney,0,1,1,1.0
llippiabel,0,1,1,1.0
satv,0,1,1,1.0
cxi,0,1,1,1.0
couvillan,1,0,1,0.0
threeness,0,1,1,1.0
heteroerot,0,1,1,1.0
tch,0,1,1,1.0
enerad,1,0,1,0.0
affrect,0,1,1,1.0
afterh,0,1,1,1.0
bthnutaz,0,1,1,1.0
dluhoff,1,0,1,0.0
kcll,0,1,1,1.0
nssr,0,1,1,1.0
sist,0,1,1,1.0
gdb,0,1,1,1.0
djjdnj,0,1,1,1.0
ohxmjo,0,1,1,1.0
zdkccetc,0,1,1,1.0
promotionsprogram,0,1,1,1.0
stigmat,0,1,1,1.0
yionamin,0,1,1,1.0
ejji,0,1,1,1.0
qsmcnpf,0,1,1,1.0
bari,0,1,1,1.0
kpqew,1,0,1,0.0
manupul,1,0,1,0.0
audra,1,0,1,0.0
msvht,0,1,1,1.0
removesupport,0,1,1,1.0
bzcqluaq,0,1,1,1.0
virilesc,0,1,1,1.0
cornfkgirl,1,0,1,0.0
dbhdjjq,0,1,1,1.0
wqajjz,0,1,1,1.0
barberini,0,1,1,1.0
oqieec,0,1,1,1.0
rsq,0,1,1,1.0
isaacmiki,0,1,1,1.0
diatech,0,1,1,1.0
correc,1,0,1,0.0
viaara,0,1,1,1.0
davidbarbour,1,0,1,0.0
nonmortgag,0,1,1,1.0
dicc,0,1,1,1.0
kgrnbt,0,1,1,1.0
tunaalabagana,0,1,1,1.0
suppliment,1,0,1,0.0
automatel,0,1,1,1.0
fcel,1,0,1,0.0
trollin,1,0,1,0.0
corcel,0,1,1,1.0
fujitsuwhim,0,1,1,1.0
peritricha,0,1,1,1.0
recevront,0,1,1,1.0
tfn,1,0,1,0.0
moutol,0,1,1,1.0
krysta,1,0,1,0.0
indiumchip,0,1,1,1.0
govenor,1,0,1,0.0
researhc,1,0,1,0.0
farinachrom,0,1,1,1.0
unthinkingli,1,0,1,0.0
harperl,1,0,1,0.0
credwit,0,1,1,1.0
iwfay,0,1,1,1.0
hsiu,0,1,1,1.0
balancemak,0,1,1,1.0
christia,0,1,1,1.0
foregn,0,1,1,1.0
hammondquantit,0,1,1,1.0
ruthctsc,0,1,1,1.0
fafbyalprvdhp,0,1,1,1.0
appeawr,0,1,1,1.0
kukke,0,1,1,1.0
applicabi,0,1,1,1.0
dyw,0,1,1,1.0
mileagebi,0,1,1,1.0
eurolit,0,1,1,1.0
uneccg,0,1,1,1.0
brooklynparamet,0,1,1,1.0
lafyawin,0,1,1,1.0
poners,0,1,1,1.0
djsp,0,1,1,1.0
zku,0,1,1,1.0
mzcul,0,1,1,1.0
edelstahlrohr,0,1,1,1.0
marfa,1,0,1,0.0
uxk,0,1,1,1.0
ferribiella,0,1,1,1.0
parameteriz,0,1,1,1.0
pmzdwhpp,0,1,1,1.0
tyjupeebr,0,1,1,1.0
mcneela,1,0,1,0.0
oib,0,1,1,1.0
bpepperl,0,1,1,1.0
playcoupon,0,1,1,1.0
youngsam,1,0,1,0.0
criedairway,0,1,1,1.0
ieadlow,0,1,1,1.0
yauld,0,1,1,1.0
growler,1,0,1,0.0
harboch,1,0,1,0.0
reqeust,1,0,1,0.0
revend,0,1,1,1.0
tmfcyk,0,1,1,1.0
ekr,0,1,1,1.0
gcpgh,0,1,1,1.0
abzuheben,0,1,1,1.0
altitudebaleen,0,1,1,1.0
ctrxudzfv,0,1,1,1.0
freij,1,0,1,0.0
natherland,0,1,1,1.0
xcali,0,1,1,1.0
ayinlg,0,1,1,1.0
henkka,1,0,1,0.0
mailmessagestor,0,1,1,1.0
furtsnnbz,0,1,1,1.0
mackconstrict,0,1,1,1.0
shetak,0,1,1,1.0
horsthui,0,1,1,1.0
siscompar,0,1,1,1.0
ascap,0,1,1,1.0
securiri,0,1,1,1.0
oktob,0,1,1,1.0
yout,0,1,1,1.0
inaccept,0,1,1,1.0
zxklh,0,1,1,1.0
hxthznnnl,0,1,1,1.0
ruseaspers,0,1,1,1.0
electrostat,0,1,1,1.0
zijxaw,0,1,1,1.0
lvcdu,0,1,1,1.0
mjxg,0,1,1,1.0
wpwpwmux,0,1,1,1.0
brxboker,0,1,1,1.0
jlcnbku,0,1,1,1.0
ttntp,0,1,1,1.0
bkfxzkustmi,0,1,1,1.0
aayr,0,1,1,1.0
conceptaeh,0,1,1,1.0
cliyick,0,1,1,1.0
haediek,1,0,1,0.0
dbreithaupt,1,0,1,0.0
ybsihxtsqawuwgu,0,1,1,1.0
ljdzd,0,1,1,1.0
kaun,0,1,1,1.0
comeuroc,0,1,1,1.0
mingleexchang,0,1,1,1.0
fgjxvalsn,0,1,1,1.0
obligaticon,0,1,1,1.0
delacruz,0,1,1,1.0
cuándo,0,1,1,1.0
umfaßt,0,1,1,1.0
const,1,0,1,0.0
sdcera,1,0,1,0.0
uzvnmkfnt,0,1,1,1.0
landfal,0,1,1,1.0
ultraconserv,1,0,1,0.0
mxsdo,1,0,1,0.0
aufd,0,1,1,1.0
yebdk,0,1,1,1.0
cptp,0,1,1,1.0
tyfwlbr,0,1,1,1.0
dmwqiee,0,1,1,1.0
particulli,0,1,1,1.0
cwink,0,1,1,1.0
alimento,0,1,1,1.0
resu,0,1,1,1.0
konw,0,1,1,1.0
notatc,1,0,1,0.0
gonderilmistir,0,1,1,1.0
apertura,0,1,1,1.0
renev,0,1,1,1.0
jrki,0,1,1,1.0
loathsom,0,1,1,1.0
professionalankara,0,1,1,1.0
battista,0,1,1,1.0
atempt,1,0,1,0.0
churchillianbundestag,0,1,1,1.0
suministrara,0,1,1,1.0
ehtawvcnshqn,0,1,1,1.0
frqee,0,1,1,1.0
ratzing,0,1,1,1.0
pagemakerbr,0,1,1,1.0
rccl,0,1,1,1.0
qhigruthm,0,1,1,1.0
gxktu,0,1,1,1.0
doszla,1,0,1,0.0
lollynet,1,0,1,0.0
informaton,0,1,1,1.0
qiiif,0,1,1,1.0
dedicada,0,1,1,1.0
accesorio,0,1,1,1.0
refrigera,0,1,1,1.0
cteil,0,1,1,1.0
oprbei,0,1,1,1.0
luebsbdf,0,1,1,1.0
verkeersituati,0,1,1,1.0
reagrd,1,0,1,0.0
prro,0,1,1,1.0
jsecyw,0,1,1,1.0
palmquist,1,0,1,0.0
quiebra,0,1,1,1.0
jxcnphvpd,0,1,1,1.0
gatio,0,1,1,1.0
extenderl,1,0,1,0.0
agreedamelior,0,1,1,1.0
htmvpnd,0,1,1,1.0
gunnysack,0,1,1,1.0
sysv,0,1,1,1.0
coffelt,1,0,1,0.0
kashipshio,0,1,1,1.0
wysylani,1,0,1,0.0
gfw,0,1,1,1.0
moldada,0,1,1,1.0
miili,0,1,1,1.0
cialeqi,0,1,1,1.0
ddeleon,1,0,1,0.0
ocla,0,1,1,1.0
fastin,0,1,1,1.0
stopgap,0,1,1,1.0
loschen,0,1,1,1.0
mhprdgeheyazm,0,1,1,1.0
txixsxhn,0,1,1,1.0
siewert,1,0,1,0.0
nhc,0,1,1,1.0
mctjgtvnq,0,1,1,1.0
ramyovv,0,1,1,1.0
glauber,0,1,1,1.0
construst,1,0,1,0.0
pstock,0,1,1,1.0
carrollton,0,1,1,1.0
isno,0,1,1,1.0
vnoltlsbt,0,1,1,1.0
rmova,0,1,1,1.0
knhzg,0,1,1,1.0
quatriém,0,1,1,1.0
lakeview,1,0,1,0.0
fontiy,0,1,1,1.0
kryuzw,0,1,1,1.0
peloponnesu,0,1,1,1.0
ylkld,0,1,1,1.0
compreehens,0,1,1,1.0
detelefonia,0,1,1,1.0
cieplo,1,0,1,0.0
pskzm,0,1,1,1.0
gzulyv,0,1,1,1.0
cpvhi,0,1,1,1.0
privilledg,0,1,1,1.0
datt,1,0,1,0.0
carlosbiolog,0,1,1,1.0
counterexamp,1,0,1,0.0
atmrick,1,0,1,0.0
ofshor,0,1,1,1.0
bhhcxhzb,0,1,1,1.0
immunitor,0,1,1,1.0
maness,1,0,1,0.0
viicoodin,0,1,1,1.0
sjhfl,0,1,1,1.0
starn,1,0,1,0.0
luckbecaus,0,1,1,1.0
gqbu,0,1,1,1.0
revisionl,1,0,1,0.0
vacationslast,0,1,1,1.0
mfdc,0,1,1,1.0
kuykxm,0,1,1,1.0
sdrotma,1,0,1,0.0
fisioterapeuta,0,1,1,1.0
forlornli,1,0,1,0.0
annuali,0,1,1,1.0
neardal,1,0,1,0.0
sectorpaddock,0,1,1,1.0
aenaria,0,1,1,1.0
biwven,0,1,1,1.0
productssearch,0,1,1,1.0
efvl,0,1,1,1.0
idtdiz,0,1,1,1.0
verpayno,0,1,1,1.0
htmnbsp,0,1,1,1.0
byz,0,1,1,1.0
myworldwid,0,1,1,1.0
getagreatd,0,1,1,1.0
migawi,0,1,1,1.0
evbmx,0,1,1,1.0
hullo,1,0,1,0.0
looketh,0,1,1,1.0
foreecalst,0,1,1,1.0
edibflhxcbazqnwsr,0,1,1,1.0
buttonrob,0,1,1,1.0
douala,0,1,1,1.0
empiricist,0,1,1,1.0
tkuejsrfkmtpfwldpnauksv,0,1,1,1.0
davidst,0,1,1,1.0
thtousand,0,1,1,1.0
setpoint,1,0,1,0.0
stopcentr,0,1,1,1.0
contol,1,0,1,0.0
dvorkin,0,1,1,1.0
iuozb,0,1,1,1.0
ntoil,0,1,1,1.0
battisti,1,0,1,0.0
nampal,0,1,1,1.0
iliion,0,1,1,1.0
gbcq,0,1,1,1.0
cwgqfubwg,0,1,1,1.0
daso,0,1,1,1.0
abordando,0,1,1,1.0
campbellrigg,1,0,1,0.0
dribblecaesar,0,1,1,1.0
insterest,0,1,1,1.0
alteram,0,1,1,1.0
ncockspur,0,1,1,1.0
downl,0,1,1,1.0
jharper,1,0,1,0.0
nvorcx,0,1,1,1.0
ojc,0,1,1,1.0
parkecons,0,1,1,1.0
vcohbxu,0,1,1,1.0
nmqiwszlr,0,1,1,1.0
maioria,0,1,1,1.0
ffccl,0,1,1,1.0
mensch,0,1,1,1.0
fhinenc,0,1,1,1.0
gbc,0,1,1,1.0
hdrcvhrui,0,1,1,1.0
sµc,0,1,1,1.0
ksmith,1,0,1,0.0
adminsitrativa,0,1,1,1.0
qyit,0,1,1,1.0
jqvqzp,0,1,1,1.0
vqzvibdav,0,1,1,1.0
brotheravail,0,1,1,1.0
taht,0,1,1,1.0
uquvgcx,0,1,1,1.0
luanda,0,1,1,1.0
qgguek,0,1,1,1.0
xfrajgiwfexhnqag,0,1,1,1.0
pornografia,0,1,1,1.0
tku,1,0,1,0.0
lxitez,0,1,1,1.0
aghkanebr,0,1,1,1.0
caffey,0,1,1,1.0
htqhiofxhxhm,0,1,1,1.0
aiisa,0,1,1,1.0
usemap,0,1,1,1.0
dise,1,0,1,0.0
mezimail,0,1,1,1.0
zgr,0,1,1,1.0
nagesh,1,0,1,0.0
freddino,0,1,1,1.0
gmkbe,0,1,1,1.0
thinkin,0,1,1,1.0
unitrusinl,0,1,1,1.0
attak,0,1,1,1.0
htevig,0,1,1,1.0
qdrxnff,0,1,1,1.0
peggyaustin,0,1,1,1.0
dernir,0,1,1,1.0
melissabrook,1,0,1,0.0
ectuaili,0,1,1,1.0
felskickat,0,1,1,1.0
carillonneur,0,1,1,1.0
ihvzoho,0,1,1,1.0
brockhampton,1,0,1,0.0
lcvhudv,0,1,1,1.0
migacurso,0,1,1,1.0
hagiograph,0,1,1,1.0
magspher,0,1,1,1.0
unfriend,0,1,1,1.0
jjprpykrxq,0,1,1,1.0
aavz,0,1,1,1.0
azon,0,1,1,1.0
ostepprcqyql,0,1,1,1.0
werkmeist,1,0,1,0.0
kjjjip,0,1,1,1.0
kfzoj,0,1,1,1.0
heeereeeeee,0,1,1,1.0
kwhqlsjyq,0,1,1,1.0
znow,1,0,1,0.0
broadgat,1,0,1,0.0
behält,0,1,1,1.0
xufwfa,0,1,1,1.0
pcyhqg,0,1,1,1.0
vlath,0,1,1,1.0
egek,0,1,1,1.0
anaesthet,0,1,1,1.0
zlant,0,1,1,1.0
hoqti,0,1,1,1.0
representthat,0,1,1,1.0
peligroso,0,1,1,1.0
yysh,0,1,1,1.0
qihafxwv,0,1,1,1.0
establ,0,1,1,1.0
beimvzua,0,1,1,1.0
goatsbeard,0,1,1,1.0
fulghum,1,0,1,0.0
koprer,0,1,1,1.0
logxxxx,1,0,1,0.0
homelink,0,1,1,1.0
esauuduff,0,1,1,1.0
serviceto,0,1,1,1.0
kmlqi,0,1,1,1.0
ipiar,0,1,1,1.0
ollidzo,0,1,1,1.0
waphi,0,1,1,1.0
coralisland,0,1,1,1.0
mlick,0,1,1,1.0
sharrisl,1,0,1,0.0
ocameroun,0,1,1,1.0
cgnoe,0,1,1,1.0
sideboardcondens,0,1,1,1.0
writtenlfieldbooko,0,1,1,1.0
pocztow,1,0,1,0.0
calfornia,1,0,1,0.0
ikxuez,0,1,1,1.0
chauvinist,1,0,1,0.0
qyodgr,0,1,1,1.0
cjnso,0,1,1,1.0
xpmoexken,0,1,1,1.0
thousând,0,1,1,1.0
axnxbkg,0,1,1,1.0
orrder,0,1,1,1.0
colleaguesalish,0,1,1,1.0
pylosdsn,0,1,1,1.0
colemanjoro,0,1,1,1.0
tamachenko,1,0,1,0.0
gokb,0,1,1,1.0
åèí,0,1,1,1.0
wxwmmx,0,1,1,1.0
meest,0,1,1,1.0
wellpaid,0,1,1,1.0
byysfwsr,0,1,1,1.0
fvzq,0,1,1,1.0
lanclo,1,0,1,0.0
kfisham,1,0,1,0.0
crasher,0,1,1,1.0
amnbifl,0,1,1,1.0
haar,0,1,1,1.0
stochasticxyfetwbb,0,1,1,1.0
hkkakumhk,0,1,1,1.0
ixlsgkfifwggbxl,0,1,1,1.0
diunro,1,0,1,0.0
lcygbc,0,1,1,1.0
gou,1,0,1,0.0
fndo,0,1,1,1.0
jdd,1,0,1,0.0
cqd,0,1,1,1.0
mwmc,0,1,1,1.0
mailen,0,1,1,1.0
ntl,0,1,1,1.0
anxihegjf,0,1,1,1.0
chrysa,0,1,1,1.0
tithabl,0,1,1,1.0
yuoto,0,1,1,1.0
aonmat,0,1,1,1.0
bonlv,0,1,1,1.0
implantación,0,1,1,1.0
hlkxfa,0,1,1,1.0
uzl,0,1,1,1.0
apovst,0,1,1,1.0
gelebba,0,1,1,1.0
etxwgt,0,1,1,1.0
vkbgj,0,1,1,1.0
angiectasi,0,1,1,1.0
oueqglz,0,1,1,1.0
yyygslniggi,0,1,1,1.0
prestidigit,0,1,1,1.0
cubbyholeconglomer,0,1,1,1.0
maynot,0,1,1,1.0
medicalhistori,0,1,1,1.0
driuvq,0,1,1,1.0
santaluciagroup,0,1,1,1.0
systemizationqatar,0,1,1,1.0
ziglar,0,1,1,1.0
sarb,0,1,1,1.0
melit,0,1,1,1.0
omnichoic,1,0,1,0.0
vegetal,0,1,1,1.0
baig,1,0,1,0.0
sieglindashelf,0,1,1,1.0
angusspac,0,1,1,1.0
barad,1,0,1,0.0
hesigiamozu,0,1,1,1.0
astrospher,0,1,1,1.0
versautesten,0,1,1,1.0
dtewef,0,1,1,1.0
canneryetern,0,1,1,1.0
eldk,0,1,1,1.0
timestamp,1,0,1,0.0
indexof,0,1,1,1.0
yahho,0,1,1,1.0
strudel,0,1,1,1.0
swh,0,1,1,1.0
smashflown,0,1,1,1.0
surferguy,0,1,1,1.0
orf,0,1,1,1.0
leci,1,0,1,0.0
themanag,0,1,1,1.0
uvbc,0,1,1,1.0
tomingley,0,1,1,1.0
esent,0,1,1,1.0
sqkeexcl,0,1,1,1.0
pecul,0,1,1,1.0
stonewar,0,1,1,1.0
verwertet,0,1,1,1.0
eemc,1,0,1,0.0
haremo,0,1,1,1.0
wqzuh,0,1,1,1.0
qjbhi,0,1,1,1.0
bajmdonj,0,1,1,1.0
petersberg,0,1,1,1.0
otherworldlygood,0,1,1,1.0
seedi,0,1,1,1.0
tabel,1,0,1,0.0
laufraed,0,1,1,1.0
clallum,0,1,1,1.0
mangaboo,0,1,1,1.0
poibu,0,1,1,1.0
toysthat,0,1,1,1.0
morehous,1,0,1,0.0
oril,0,1,1,1.0
specialiast,1,0,1,0.0
peenet,0,1,1,1.0
cmmrcl,1,0,1,0.0
diretor,0,1,1,1.0
tadyw,0,1,1,1.0
transaf,0,1,1,1.0
eugsm,0,1,1,1.0
diskografsk,0,1,1,1.0
jvqez,0,1,1,1.0
ftkjwrdo,0,1,1,1.0
zapada,1,0,1,0.0
groupwar,1,0,1,0.0
fdgf,0,1,1,1.0
cinde,1,0,1,0.0
wthdrwl,0,1,1,1.0
etymolog,0,1,1,1.0
salley,1,0,1,0.0
kjoparok,0,1,1,1.0
quivira,1,0,1,0.0
nmn,0,1,1,1.0
hgmhm,0,1,1,1.0
repip,1,0,1,0.0
thatcheckk,0,1,1,1.0
verson,1,0,1,0.0
romeoflem,0,1,1,1.0
djgbkr,0,1,1,1.0
amasschildren,0,1,1,1.0
yrmfn,0,1,1,1.0
pwell,0,1,1,1.0
rxujpm,0,1,1,1.0
micronet,0,1,1,1.0
nobmdw,0,1,1,1.0
variacavoc,0,1,1,1.0
knallhart,0,1,1,1.0
sxsxth,0,1,1,1.0
riafras,0,1,1,1.0
pactwmtnfbiiw,0,1,1,1.0
partin,0,1,1,1.0
anniss,1,0,1,0.0
gustado,0,1,1,1.0
protas,0,1,1,1.0
pkxppc,0,1,1,1.0
escapa,0,1,1,1.0
zyugpgvmt,0,1,1,1.0
intszetz,0,1,1,1.0
commodoti,1,0,1,0.0
ekzgkchnw,0,1,1,1.0
wolrdwideher,0,1,1,1.0
linesmen,1,0,1,0.0
ccolleen,1,0,1,0.0
clannishcoleu,0,1,1,1.0
integracin,0,1,1,1.0
validadasbas,0,1,1,1.0
stutz,1,0,1,0.0
qtxtire,0,1,1,1.0
wnoykupi,0,1,1,1.0
hsdtjketz,0,1,1,1.0
paraliel,0,1,1,1.0
bick,0,1,1,1.0
aknrihb,0,1,1,1.0
emptu,0,1,1,1.0
gvsn,0,1,1,1.0
sitprod,1,0,1,0.0
mcbeath,1,0,1,0.0
medhcat,0,1,1,1.0
pharmbyma,0,1,1,1.0
eonukogu,1,0,1,0.0
flooryou,0,1,1,1.0
aedfap,0,1,1,1.0
xigbn,0,1,1,1.0
igrd,0,1,1,1.0
kstjhpk,0,1,1,1.0
izkxayv,0,1,1,1.0
orgulha,0,1,1,1.0
tryur,0,1,1,1.0
frachtbefordung,0,1,1,1.0
uzlkcx,0,1,1,1.0
brggkrgizuckgg,0,1,1,1.0
diannehamilton,0,1,1,1.0
accor,0,1,1,1.0
xanuax,0,1,1,1.0
jimi,1,0,1,0.0
metad,0,1,1,1.0
allrolex,0,1,1,1.0
freehongkong,0,1,1,1.0
coptic,0,1,1,1.0
tmhdk,0,1,1,1.0
leur,0,1,1,1.0
caluc,1,0,1,0.0
ascarelli,1,0,1,0.0
havingaccid,0,1,1,1.0
coohjl,0,1,1,1.0
enrichesprais,0,1,1,1.0
grlk,0,1,1,1.0
trownger,0,1,1,1.0
firemail,0,1,1,1.0
dtbradshaw,1,0,1,0.0
peasanthood,0,1,1,1.0
supervitagra,0,1,1,1.0
aanboth,0,1,1,1.0
malikadna,0,1,1,1.0
uflhz,0,1,1,1.0
rwd,0,1,1,1.0
wduympn,0,1,1,1.0
neurotoxicol,0,1,1,1.0
gegvhdxt,0,1,1,1.0
xcvnklj,0,1,1,1.0
ctwedick,1,0,1,0.0
vyairvjo,0,1,1,1.0
spg,0,1,1,1.0
olyvaoass,0,1,1,1.0
vvjsv,0,1,1,1.0
pricecoagul,0,1,1,1.0
leoben,0,1,1,1.0
yzczyr,0,1,1,1.0
qxwgjo,0,1,1,1.0
gtqlg,0,1,1,1.0
octor,0,1,1,1.0
ffot,1,0,1,0.0
kfntriklopfdjblotgxnt,0,1,1,1.0
germinatebiscuit,0,1,1,1.0
mljyzfpdz,0,1,1,1.0
surnet,0,1,1,1.0
pharymaci,0,1,1,1.0
libarari,1,0,1,0.0
lgbyte,0,1,1,1.0
njveq,0,1,1,1.0
belo,0,1,1,1.0
seocho,0,1,1,1.0
rxv,0,1,1,1.0
drencher,0,1,1,1.0
bureaux,1,0,1,0.0
mzrvl,0,1,1,1.0
sworldwid,0,1,1,1.0
njdlqwkkgbr,0,1,1,1.0
partership,1,0,1,0.0
vvrld,0,1,1,1.0
prooud,1,0,1,0.0
ufxilx,0,1,1,1.0
earnevereadi,0,1,1,1.0
datasheet,1,0,1,0.0
kaitlin,0,1,1,1.0
fantuzzipresident,0,1,1,1.0
maurinclk,0,1,1,1.0
westford,1,0,1,0.0
shitless,1,0,1,0.0
lsherriff,1,0,1,0.0
excilus,0,1,1,1.0
unsoci,1,0,1,0.0
xqqjta,0,1,1,1.0
senao,0,1,1,1.0
nounc,1,0,1,0.0
iimqcx,0,1,1,1.0
cacayzxhyc,0,1,1,1.0
nondecreas,0,1,1,1.0
ldlp,0,1,1,1.0
zbgplfmoulaxy,0,1,1,1.0
outt,0,1,1,1.0
tmmhfhsbr,0,1,1,1.0
careeral,0,1,1,1.0
bolero,1,0,1,0.0
kkosyk,0,1,1,1.0
geografia,0,1,1,1.0
cabellera,0,1,1,1.0
wouldirec,0,1,1,1.0
beqqvgbhtwlu,0,1,1,1.0
vubrfi,0,1,1,1.0
khwdz,0,1,1,1.0
rshirodkar,1,0,1,0.0
zeel,0,1,1,1.0
woml,0,1,1,1.0
callin,0,1,1,1.0
babycom,0,1,1,1.0
abwcwqxq,0,1,1,1.0
qting,0,1,1,1.0
andsupervis,0,1,1,1.0
dlwr,0,1,1,1.0
guardedli,0,1,1,1.0
txunqcmf,0,1,1,1.0
finishesth,0,1,1,1.0
sauter,0,1,1,1.0
scampbel,1,0,1,0.0
excuseepiscop,0,1,1,1.0
yhaunt,0,1,1,1.0
cgdm,0,1,1,1.0
stanraman,0,1,1,1.0
nmmctijvi,0,1,1,1.0
xxrxkcwr,0,1,1,1.0
aoqxk,0,1,1,1.0
tpgipru,0,1,1,1.0
turtleneck,0,1,1,1.0
yimh,0,1,1,1.0
hntql,0,1,1,1.0
vacunal,0,1,1,1.0
oewgzop,0,1,1,1.0
boschbok,0,1,1,1.0
mhpdel,0,1,1,1.0
vkopn,0,1,1,1.0
powovvo,0,1,1,1.0
hisnovo,0,1,1,1.0
circus,1,0,1,0.0
eoadcaj,0,1,1,1.0
houzmi,0,1,1,1.0
owaauvwp,0,1,1,1.0
anwher,0,1,1,1.0
dcpm,0,1,1,1.0
termgrow,0,1,1,1.0
yvrfonotkn,0,1,1,1.0
vvqu,0,1,1,1.0
qrbeatft,0,1,1,1.0
dpaabww,0,1,1,1.0
typicaili,0,1,1,1.0
agreementcdgt,0,1,1,1.0
tsqkttbzpsx,0,1,1,1.0
dycom,1,0,1,0.0
mastadon,0,1,1,1.0
ksxofk,0,1,1,1.0
breakey,1,0,1,0.0
dmn,0,1,1,1.0
ocyww,0,1,1,1.0
zhjvgsqhn,0,1,1,1.0
sameboka,0,1,1,1.0
speakforoth,0,1,1,1.0
jnexon,1,0,1,0.0
kilbrid,0,1,1,1.0
ldupno,0,1,1,1.0
teanmor,0,1,1,1.0
outmaneuv,1,0,1,0.0
qualitat,0,1,1,1.0
falsefi,0,1,1,1.0
tlcxephq,0,1,1,1.0
albacet,0,1,1,1.0
unionlotteryuk,0,1,1,1.0
zunnw,0,1,1,1.0
dribblet,0,1,1,1.0
oibcopwki,0,1,1,1.0
wimco,1,0,1,0.0
godefroy,0,1,1,1.0
aphorism,0,1,1,1.0
bapka,0,1,1,1.0
opwbgskx,0,1,1,1.0
karint,0,1,1,1.0
netherlandscolbi,0,1,1,1.0
déposant,0,1,1,1.0
kfpw,0,1,1,1.0
nafm,0,1,1,1.0
looem,0,1,1,1.0
vtxnhoqbh,0,1,1,1.0
llcdojxt,0,1,1,1.0
physlcian,0,1,1,1.0
godzillanirvan,0,1,1,1.0
mitzuteilen,0,1,1,1.0
ribbonsfor,0,1,1,1.0
marykpowl,1,0,1,0.0
earnshaw,1,0,1,0.0
thfer,0,1,1,1.0
panix,1,0,1,0.0
fjjfmocsehebl,0,1,1,1.0
rrnrwuwb,0,1,1,1.0
financiel,0,1,1,1.0
ommiss,1,0,1,0.0
portanto,0,1,1,1.0
oxycccconttttin,0,1,1,1.0
mvip,0,1,1,1.0
uqfcavegwo,0,1,1,1.0
sbpdthrk,0,1,1,1.0
distribucion,0,1,1,1.0
jwoita,1,0,1,0.0
enronintern,1,0,1,0.0
bennettaptitud,0,1,1,1.0
vsvailla,1,0,1,0.0
trapsgewij,0,1,1,1.0
mcgoverngodson,0,1,1,1.0
lenghti,0,1,1,1.0
buriedstreamsid,0,1,1,1.0
nextleft,0,1,1,1.0
forjan,1,0,1,0.0
drjuiceplu,1,0,1,0.0
altamin,0,1,1,1.0
lkldqlinjb,0,1,1,1.0
qswlsff,0,1,1,1.0
sflzdk,0,1,1,1.0
tlfqmrf,0,1,1,1.0
dsodyhk,0,1,1,1.0
llec,0,1,1,1.0
shortchang,1,0,1,0.0
wcgtvw,0,1,1,1.0
ilend,0,1,1,1.0
hamish,1,0,1,0.0
iwkxz,0,1,1,1.0
ironydariu,0,1,1,1.0
sjfo,0,1,1,1.0
avdqd,0,1,1,1.0
moneytrillionth,0,1,1,1.0
ulfqlfmx,0,1,1,1.0
ptlmbozpbl,0,1,1,1.0
hegen,1,0,1,0.0
yoonsuk,0,1,1,1.0
tdiqgb,0,1,1,1.0
qldkz,0,1,1,1.0
tolerableneur,0,1,1,1.0
nsawgazspigc,0,1,1,1.0
qxw,0,1,1,1.0
merec,0,1,1,1.0
polyhem,1,0,1,0.0
yrlhhbcjcu,0,1,1,1.0
brandymedicin,0,1,1,1.0
durng,0,1,1,1.0
collop,0,1,1,1.0
emajo,1,0,1,0.0
bhgb,0,1,1,1.0
inviablesplic,0,1,1,1.0
amosngt,0,1,1,1.0
velo,0,1,1,1.0
kpuvmx,0,1,1,1.0
dhpyvu,0,1,1,1.0
yytcz,0,1,1,1.0
castllin,0,1,1,1.0
clhyne,1,0,1,0.0
